============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2020  03:35:54 pm
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                        Instance                                          Module                   Cells  Cell Area  Net Area   Total Area 
    csa_tree_U_S8_7_add_64_12_groupi                     csa_tree_U_S8_7_add_64_12_group_271_392      44        376        79          455 
    csa_tree_U_S5_2_add_91_9_groupi                      csa_tree_U_S5_2_add_91_9_group_291_385       47        334        78          412 
    csa_tree_U_S6_3_add_91_9_groupi                      csa_tree_U_S6_3_add_91_9_group_287_387       47        329        78          407 
    csa_tree_U_S10_3_add_91_9_groupi                     csa_tree_U_S10_3_add_91_9_group_265_396      48        307        79          386 
    csa_tree_U_S11_3_add_91_9_groupi                     csa_tree_U_S11_3_add_91_9_group_263_398      41        311        67          379 
    U_S1_6_add_64_8                                      add_signed_442_768                           61        267        87          354 
    U_S15_6_add_64_8                                     add_signed_442_767                           56        248        77          325 
  GEN[7].U_MULTIi_SHRP                                   filter_sharp_bit_width10_7                 6392      35389     13233        48622 
    csa_tree_U_S9_6_add_64_12_groupi                     csa_tree_U_S9_6_add_64_12_group_275_340     170       1024       323         1348 
    csa_tree_U_S7_6_add_64_12_groupi                     csa_tree_U_S7_6_add_64_12_group_277_335     168       1012       313         1326 
    csa_tree_U_S6_6_add_64_12_groupi                     csa_tree_U_S6_6_add_64_12_group_285_333     138        962       265         1227 
    csa_tree_U_S10_6_add_64_12_groupi                    csa_tree_U_S10_6_add_64_12_group_283_342    141        952       271         1223 
    csa_tree_U_S12_6_add_64_12_groupi                    csa_tree_U_S12_6_add_64_12_group_257_347    158        903       287         1189 
    csa_tree_U_S13_6_add_64_8_groupi                     csa_tree_U_S13_6_add_64_8_group_307_348     154        893       289         1182 
    csa_tree_U_S3_6_add_64_8_groupi                      csa_tree_U_S3_6_add_64_8_group_309_325      152        825       285         1109 
    csa_tree_U_S9_4_add_64_8_groupi                      csa_tree_U_S9_4_add_64_8_group_269_339      127        803       221         1023 
    csa_tree_fac2_groupi                                 csa_tree_fac2_group_253_355                 131        800       221         1022 
    csa_tree_U_S12_2_add_91_9_groupi                     csa_tree_U_S12_2_add_91_9_group_299_345     136        783       235         1018 
    csa_tree_U_S4_4_add_64_8_groupi                      csa_tree_U_S4_4_add_64_8_group_301_328      109        764       196          960 
    csa_tree_U_S3_5_add_64_8_groupi                      csa_tree_U_S3_5_add_64_8_group_323_324      127        742       213          955 
    csa_tree_fac1_groupi                                 csa_tree_fac1_group_255_354                 123        710       206          916 
    csa_tree_U_S14_5_add_64_8_groupi                     csa_tree_U_S14_5_add_64_8_group_267_350     105        644       188          832 
    csa_tree_U_S11_6_add_64_12_groupi                    csa_tree_U_S11_6_add_64_12_group_261_344    114        608       217          825 
    csa_tree_U_S15_4_add_64_8_groupi                     csa_tree_U_S15_4_add_64_8_group_327_352      71        571       135          706 
    csa_tree_U_S1_4_add_64_8_groupi                      csa_tree_U_S1_4_add_64_8_group_329_320       76        545       143          689 
    csa_tree_U_S8_5_add_64_8_groupi                      csa_tree_U_S8_5_add_64_8_group_273_336      102        489       185          674 
    csa_tree_U_S14_6_add_64_8_groupi                     csa_tree_U_S14_6_add_64_8_group_311_351      82        485       153          638 
    csa_tree_U_S4_7_add_64_12_groupi                     csa_tree_U_S4_7_add_64_12_group_295_329      70        496       128          624 
    U_S6_7_add_64_8                                      add_signed_372_1405                          95        452       162          614 
    U_S10_7_add_64_8                                     add_signed_372                               97        448       164          612 
    csa_tree_U_S7_3_add_91_9_groupi                      csa_tree_U_S7_3_add_91_9_group_281_334       80        473       134          607 
    csa_tree_U_S9_3_add_91_9_groupi                      csa_tree_U_S9_3_add_91_9_group_279_338       72        484       121          605 
    U_S12_7_add_64_8                                     add_signed_412_796                           96        434       164          598 
    U_S7_7_add_64_8                                      add_signed_372_812                           95        432       158          591 
    csa_tree_U_S1_5_add_64_8_groupi                      csa_tree_U_S1_5_add_64_8_group_325_321       90        409       161          570 
    csa_tree_U_S5_7_add_64_12_groupi                     csa_tree_U_S5_7_add_64_12_group_293_331      67        434       124          558 
    U_S3_7_add_64_8                                      add_signed_412_797                           97        395       163          558 
    U_S13_7_add_64_8                                     add_signed_412_795                           91        397       157          554 
    csa_tree_U_S4_2_add_91_9_groupi                      csa_tree_U_S4_2_add_91_9_group_303_326       60        432       111          543 
    U_S9_7_add_64_8                                      add_signed_372_811                           90        382       151          533 
    U_S2_7_add_64_8                                      add_signed_424_780_1391                      91        376       152          528 
    U_S14_7_add_64_8                                     add_signed_424_780                           90        370       150          520 
    csa_tree_U_S15_5_add_64_8_groupi                     csa_tree_U_S15_5_add_64_8_group_321_353      72        381       136          517 
    csa_tree_U_S4_3_add_91_9_groupi                      csa_tree_U_S4_3_add_91_9_group_301_327       56        420        96          516 
    csa_tree_U_S2_6_add_64_8_groupi                      csa_tree_U_S2_6_add_64_8_group_313_323       41        435        70          505 
    csa_tree_U_S12_3_add_91_9_groupi                     csa_tree_U_S12_3_add_91_9_group_259_346      62        384       114          498 
    U_S11_7_add_64_8                                     add_signed_372_809                           91        336       152          489 
    csa_tree_U_S14_3_add_91_9_groupi                     csa_tree_U_S14_3_add_91_9_group_317_349      65        374       114          488 
    csa_tree_U_S2_3_add_91_9_groupi                      csa_tree_U_S2_3_add_91_9_group_319_322       62        356       108          465 
    csa_tree_U_S8_7_add_64_12_groupi                     csa_tree_U_S8_7_add_64_12_group_271_337      46        356        83          439 
    csa_tree_U_S6_3_add_91_9_groupi                      csa_tree_U_S6_3_add_91_9_group_287_332       48        340        79          419 
    csa_tree_U_S11_3_add_91_9_groupi                     csa_tree_U_S11_3_add_91_9_group_263_343      44        340        72          412 
    csa_tree_U_S10_3_add_91_9_groupi                     csa_tree_U_S10_3_add_91_9_group_265_341      46        329        76          405 
    csa_tree_U_S5_2_add_91_9_groupi                      csa_tree_U_S5_2_add_91_9_group_291_330       42        331        68          400 
    U_S1_6_add_64_8                                      add_signed_443_769                           61        283        87          370 
    U_S15_6_add_64_8                                     add_signed_443_768                           56        243        77          320 
  GEN[3].U_MULTIi_SHRP                                   filter_sharp_bit_width10_3                 6429      34811     13305        48116 
    csa_tree_U_S7_6_add_64_12_groupi                     csa_tree_U_S7_6_add_64_12_group_277_225     176       1068       329         1397 
    csa_tree_U_S9_6_add_64_12_groupi                     csa_tree_U_S9_6_add_64_12_group_275_230     165       1008       313         1321 
